Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_Range_USD,Trend_Score,Trend_Source,Notes,Price_Min,Price_Max,Price_Avg,Price_Range_Width,Price_Category,Revenue_Per_Unit,Success_Score
PROD-2025-0208,Pure Pet Apparel Bowl,Pet,Pet Apparel,67679,10828640.0,$116-$204,75.8,Amazon Best Sellers,Trending based on category growth and social media signals.,116.0,204.0,160.0,88.0,Luxury,160.0,0.39123804359107983
PROD-2025-0209,Luxe Activewear Bottle,Fitness,Activewear,74421,11646886.5,$149-$164,74.9,Google Trends Breakout,Trending based on category growth and social media signals.,149.0,164.0,156.5,15.0,Luxury,156.5,0.38795716458712093
PROD-2025-0210,Sustainable Educational Toys Carrier,Baby,Educational Toys,87998,7611827.0,$37-$136,74.6,Google Trends Breakout,Trending based on category growth and social media signals.,37.0,136.0,86.5,99.0,Premium,86.5,0.38891222328828506
PROD-2025-0211,Zen Phone Accessories Watch,Electronics,Phone Accessories,20977,4017095.5,$147-$236,83.7,Amazon Best Sellers,Trending based on category growth and social media signals.,147.0,236.0,191.5,89.0,Luxury,191.5,0.42229316243458215
PROD-2025-0212,Zen Yoga Gear Band,Fitness,Yoga Gear,40373,4239165.0,$56-$154,80.8,Instagram Shop Popular,Trending based on category growth and social media signals.,56.0,154.0,105.0,98.0,Luxury,105.0,0.41130044081476774
PROD-2025-0213,Portable Charging Solutions Speaker,Electronics,Charging Solutions,23451,1160824.5,$23-$76,81.7,Google Trends Breakout,Trending based on category growth and social media signals.,23.0,76.0,49.5,53.0,Mid-Range,49.5,0.4127405230611329
PROD-2025-0214,Eco Menswear T-Shirt,Fashion,Menswear,24020,3326770.0,$109-$168,78.3,Instagram Shop Popular,Trending based on category growth and social media signals.,109.0,168.0,138.5,59.0,Luxury,138.5,0.395843412388743
PROD-2025-0215,Minimalist Pet Apparel Bowl,Pet,Pet Apparel,233892,5496462.0,$11-$36,91.5,Amazon Best Sellers,Trending based on category growth and social media signals.,11.0,36.0,23.5,25.0,Mid-Range,23.5,0.49979348086710573
PROD-2025-0216,Organic Biodegradable Products Wrap,Eco-Friendly,Biodegradable Products,455906,84798516.0,$140-$232,94.8,Amazon Best Sellers,Trending based on category growth and social media signals.,140.0,232.0,186.0,92.0,Luxury,186.0,0.5564391244172467
PROD-2025-0217,Swift Organic Makeup Toner,Beauty & Skincare,Organic Makeup,62598,8043843.0,$99-$158,86.7,Instagram Shop Popular,Trending based on category growth and social media signals.,99.0,158.0,128.5,59.0,Luxury,128.5,0.4448192726357425
PROD-2025-0218,Wireless SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,31406,2653807.0,$51-$118,85.6,Instagram Shop Popular,Trending based on category growth and social media signals.,51.0,118.0,84.5,67.0,Premium,84.5,0.43367898457455717
PROD-2025-0219,Zen Yoga Gear Mat,Fitness,Yoga Gear,91393,9779051.0,$98-$116,82.0,Amazon Best Sellers,Trending based on category growth and social media signals.,98.0,116.0,107.0,18.0,Luxury,107.0,0.4265261235821977
PROD-2025-0220,Organic Kitchen Gadgets Lamp,Home & Garden,Kitchen Gadgets,75617,7221423.5,$64-$127,74.7,Amazon Best Sellers,Trending based on category growth and social media signals.,64.0,127.0,95.5,63.0,Premium,95.5,0.3871734310824138
PROD-2025-0221,Wireless SaaS Subscriptions Bundle,Digital Goods,SaaS Subscriptions,276004,18906274.0,$31-$106,92.6,Instagram Shop Popular,Trending based on category growth and social media signals.,31.0,106.0,68.5,75.0,Premium,68.5,0.5129083760592266
PROD-2025-0222,Pure Recovery Tools Mat,Fitness,Recovery Tools,25757,3709008.0,$128-$160,84.2,Amazon Best Sellers,Trending based on category growth and social media signals.,128.0,160.0,144.0,32.0,Luxury,144.0,0.4256575051164386
PROD-2025-0223,Ultra Zero-waste Kits Composter,Eco-Friendly,Zero-waste Kits,87510,5513130.0,$19-$107,76.1,Shopify Trending List,Trending based on category growth and social media signals.,19.0,107.0,63.0,88.0,Premium,63.0,0.39632398077181097
PROD-2025-0224,Portable Eco-friendly Cleaning Desk,Home & Garden,Eco-friendly Cleaning,44455,6512657.5,$129-$164,74.8,Google Trends Breakout,Trending based on category growth and social media signals.,129.0,164.0,146.5,35.0,Luxury,146.5,0.3820385677660937
PROD-2025-0225,Vital Yoga Gear Shorts,Fitness,Yoga Gear,11322,1437894.0,$86-$168,79.3,Amazon Best Sellers,Trending based on category growth and social media signals.,86.0,168.0,127.0,82.0,Luxury,127.0,0.39854729871212935
PROD-2025-0226,Smart Phone Accessories Projector,Electronics,Phone Accessories,68586,5246829.0,$48-$105,81.9,Instagram Shop Popular,Trending based on category growth and social media signals.,48.0,105.0,76.5,57.0,Premium,76.5,0.421902051710838
PROD-2025-0227,Zen Educational Toys Diaper,Baby,Educational Toys,266660,21732790.0,$54-$109,91.5,Amazon Best Sellers,Trending based on category growth and social media signals.,54.0,109.0,81.5,55.0,Premium,81.5,0.5057187488585433
PROD-2025-0228,Zen Organic Baby Clothing Bib,Baby,Organic Baby Clothing,65997,10163538.0,$110-$198,87.4,Amazon Best Sellers,Trending based on category growth and social media signals.,110.0,198.0,154.0,88.0,Luxury,154.0,0.44893389622897056
PROD-2025-0229,Sustainable Fragrances Lotion,Beauty & Skincare,Fragrances,61004,7961022.0,$117-$144,75.1,Instagram Shop Popular,Trending based on category growth and social media signals.,117.0,144.0,130.5,27.0,Luxury,130.5,0.38653103785857107
PROD-2025-0230,Aura Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,50749,7764597.0,$125-$181,88.1,Instagram Shop Popular,Trending based on category growth and social media signals.,125.0,181.0,153.0,56.0,Luxury,153.0,0.4496766792388142
PROD-2025-0231,Pro Activewear Band,Fitness,Activewear,50654,7496792.0,$124-$172,85.8,Amazon Best Sellers,Trending based on category growth and social media signals.,124.0,172.0,148.0,48.0,Luxury,148.0,0.43815950088007444
PROD-2025-0232,Swift E-books Tool,Digital Goods,E-books,94337,15235425.5,$115-$208,84.7,Google Trends Breakout,Trending based on category growth and social media signals.,115.0,208.0,161.5,93.0,Luxury,161.5,0.44055847187830344
PROD-2025-0233,Zen Yoga Gear Gloves,Fitness,Yoga Gear,93403,5183866.5,$45-$66,82.5,Shopify Trending List,Trending based on category growth and social media signals.,45.0,66.0,55.5,21.0,Premium,55.5,0.42938958148816664
PROD-2025-0234,Ergonomic E-books Template,Digital Goods,E-books,52346,4711140.0,$48-$132,79.5,Instagram Shop Popular,Trending based on category growth and social media signals.,48.0,132.0,90.0,84.0,Premium,90.0,0.40696545649047217
PROD-2025-0235,Luxe SaaS Subscriptions Tool,Digital Goods,SaaS Subscriptions,77908,13867624.0,$149-$207,72.8,Amazon Best Sellers,Trending based on category growth and social media signals.,149.0,207.0,178.0,58.0,Luxury,178.0,0.3780877007652868
PROD-2025-0236,Vital Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,59382,4245813.0,$37-$106,74.5,Google Trends Breakout,Trending based on category growth and social media signals.,37.0,106.0,71.5,69.0,Premium,71.5,0.3832377399861922
PROD-2025-0237,Eco Solar Powered Gadgets Kit,Eco-Friendly,Solar Powered Gadgets,94165,11393965.0,$116-$126,82.0,Instagram Shop Popular,Trending based on category growth and social media signals.,116.0,126.0,121.0,10.0,Luxury,121.0,0.4270273700077429
PROD-2025-0238,Smart Online Courses Guide,Digital Goods,Online Courses,54941,3159107.5,$40-$75,73.9,Google Trends Breakout,Trending based on category growth and social media signals.,40.0,75.0,57.5,35.0,Premium,57.5,0.37943469692131265
PROD-2025-0239,Eco Baby Safety Gear Monitor,Baby,Baby Safety Gear,18849,2111088.0,$99-$125,78.5,Instagram Shop Popular,Trending based on category growth and social media signals.,99.0,125.0,112.0,26.0,Luxury,112.0,0.39590836719881006
PROD-2025-0240,Organic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,361775,30750875.0,$40-$130,94.6,Google Trends Breakout,Trending based on category growth and social media signals.,40.0,130.0,85.0,90.0,Premium,85.0,0.5384179024536844
PROD-2025-0241,Nano Hair Care Tools Mask,Beauty & Skincare,Hair Care Tools,23519,1552254.0,$55-$77,84.1,Shopify Trending List,Trending based on category growth and social media signals.,55.0,77.0,66.0,22.0,Premium,66.0,0.42475281914949403
PROD-2025-0242,Vital Organic Pet Food Toy,Pet,Organic Pet Food,73412,9176500.0,$102-$148,79.3,Shopify Trending List,Trending based on category growth and social media signals.,102.0,148.0,125.0,46.0,Luxury,125.0,0.409774712334821
PROD-2025-0243,Ergonomic Home Gym Equipment Tracker,Fitness,Home Gym Equipment,80064,9527616.0,$108-$130,81.0,Google Trends Breakout,Trending based on category growth and social media signals.,108.0,130.0,119.0,22.0,Luxury,119.0,0.41947755909626644
PROD-2025-0244,Pure Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,26979,4019871.0,$127-$171,86.2,Google Trends Breakout,Trending based on category growth and social media signals.,127.0,171.0,149.0,44.0,Luxury,149.0,0.43587847305728133
PROD-2025-0245,Wireless Eco-friendly Diapers Monitor,Baby,Eco-friendly Diapers,12856,739220.0,$52-$63,74.8,Google Trends Breakout,Trending based on category growth and social media signals.,52.0,63.0,57.5,11.0,Premium,57.5,0.37632468399957036
PROD-2025-0246,Luxe Recovery Tools Band,Fitness,Recovery Tools,28168,4464628.0,$118-$199,83.3,Google Trends Breakout,Trending based on category growth and social media signals.,118.0,199.0,158.5,81.0,Luxury,158.5,0.4215934737787724
PROD-2025-0247,Organic Organic Makeup Lotion,Beauty & Skincare,Organic Makeup,48447,5862087.0,$118-$124,80.3,Instagram Shop Popular,Trending based on category growth and social media signals.,118.0,124.0,121.0,6.0,Luxury,121.0,0.41026042048282396
PROD-2025-0248,Portable Footwear Leggings,Fashion,Footwear,31369,5207254.0,$122-$210,71.9,Amazon Best Sellers,Trending based on category growth and social media signals.,122.0,210.0,166.0,88.0,Luxury,166.0,0.3651722940558901
PROD-2025-0249,Pure Recovery Tools Band,Fitness,Recovery Tools,483097,80435650.5,$125-$208,93.6,Amazon Best Sellers,Trending based on category growth and social media signals.,125.0,208.0,166.5,83.0,Luxury,166.5,0.5553559323382422
PROD-2025-0250,Eco Upcycled Fashion Sponge,Eco-Friendly,Upcycled Fashion,25850,3812875.0,$107-$188,70.4,Instagram Shop Popular,Trending based on category growth and social media signals.,107.0,188.0,147.5,81.0,Luxury,147.5,0.3566743218255207
PROD-2025-0251,Pro Personal Care Gadgets Mask,Beauty & Skincare,Personal Care Gadgets,25692,2055360.0,$67-$93,72.1,Shopify Trending List,Trending based on category growth and social media signals.,67.0,93.0,80.0,26.0,Premium,80.0,0.3651457515025639
PROD-2025-0252,Aura Fragrances Cleanser,Beauty & Skincare,Fragrances,92170,8387470.0,$77-$105,82.4,Shopify Trending List,Trending based on category growth and social media signals.,77.0,105.0,91.0,28.0,Premium,91.0,0.4286666244742066
PROD-2025-0253,Zen Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,98644,6115928.0,$33-$91,73.8,Instagram Shop Popular,Trending based on category growth and social media signals.,33.0,91.0,62.0,58.0,Premium,62.0,0.3868372844161184
PROD-2025-0254,Eco Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,24876,3134376.0,$76-$176,86.4,Google Trends Breakout,Trending based on category growth and social media signals.,76.0,176.0,126.0,100.0,Luxury,126.0,0.4364981984422303
PROD-2025-0255,Flex Smart Home Devices Earbuds,Electronics,Smart Home Devices,34664,2669128.0,$64-$90,85.4,Amazon Best Sellers,Trending based on category growth and social media signals.,64.0,90.0,77.0,26.0,Premium,77.0,0.43326811186691877
PROD-2025-0256,Ergonomic Footwear Sneakers,Fashion,Footwear,81106,7137328.0,$81-$95,88.5,Shopify Trending List,Trending based on category growth and social media signals.,81.0,95.0,88.0,14.0,Premium,88.0,0.45716597856791796
PROD-2025-0257,Ultra Reusable Packaging Bag,Eco-Friendly,Reusable Packaging,33039,677299.5,$11-$30,83.5,Google Trends Breakout,Trending based on category growth and social media signals.,11.0,30.0,20.5,19.0,Mid-Range,20.5,0.4234742715200533
PROD-2025-0258,Swift Athleisure Dress,Fashion,Athleisure,85817,3604314.0,$18-$66,77.7,Shopify Trending List,Trending based on category growth and social media signals.,18.0,66.0,42.0,48.0,Mid-Range,42.0,0.40401784433658444
PROD-2025-0259,Nano Menswear Scarf,Fashion,Menswear,92465,4900645.0,$29-$77,73.5,Google Trends Breakout,Trending based on category growth and social media signals.,29.0,77.0,53.0,48.0,Premium,53.0,0.3842199677987145
PROD-2025-0260,Pro Yoga Gear Roller,Fitness,Yoga Gear,65242,8122629.0,$81-$168,82.4,Instagram Shop Popular,Trending based on category growth and social media signals.,81.0,168.0,124.5,87.0,Luxury,124.5,0.4237973734831962
PROD-2025-0261,Glow Smart Home Devices Projector,Electronics,Smart Home Devices,24550,1153850.0,$14-$80,85.4,Google Trends Breakout,Trending based on category growth and social media signals.,14.0,80.0,47.0,66.0,Mid-Range,47.0,0.43143924954802837
PROD-2025-0262,Vital Organic Pet Food Toy,Pet,Organic Pet Food,35725,1714800.0,$12-$84,72.1,Google Trends Breakout,Trending based on category growth and social media signals.,12.0,84.0,48.0,72.0,Mid-Range,48.0,0.3669599670103182
PROD-2025-0263,Wireless Pet Grooming Tools Collar,Pet,Pet Grooming Tools,46460,7108380.0,$106-$200,84.2,Amazon Best Sellers,Trending based on category growth and social media signals.,106.0,200.0,153.0,94.0,Luxury,153.0,0.42940112154791843
PROD-2025-0264,Portable Indoor Plants Accessories Shelf,Home & Garden,Indoor Plants Accessories,17698,1672461.0,$83-$106,78.6,Google Trends Breakout,Trending based on category growth and social media signals.,83.0,106.0,94.5,23.0,Premium,94.5,0.39620023782081487
PROD-2025-0265,Luxe Accessories Sunglasses,Fashion,Accessories,51890,5915460.0,$85-$143,84.8,Amazon Best Sellers,Trending based on category growth and social media signals.,85.0,143.0,114.0,58.0,Luxury,114.0,0.433383000368521
PROD-2025-0266,Eco Pet Apparel Feeder,Pet,Pet Apparel,31676,3927824.0,$105-$143,74.1,Amazon Best Sellers,Trending based on category growth and social media signals.,105.0,143.0,124.0,38.0,Luxury,124.0,0.37622780727834404
PROD-2025-0267,Eco Online Courses Guide,Digital Goods,Online Courses,19949,2613319.0,$88-$174,70.1,Google Trends Breakout,Trending based on category growth and social media signals.,88.0,174.0,131.0,86.0,Luxury,131.0,0.3541072745105343
PROD-2025-0268,Premium Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,81267,5119821.0,$53-$73,87.2,Instagram Shop Popular,Trending based on category growth and social media signals.,53.0,73.0,63.0,20.0,Premium,63.0,0.4506950913653613
PROD-2025-0269,Luxe Baby Safety Gear Monitor,Baby,Baby Safety Gear,69109,9122388.0,$129-$135,89.7,Google Trends Breakout,Trending based on category growth and social media signals.,129.0,135.0,132.0,6.0,Luxury,132.0,0.4609966230963214
PROD-2025-0270,Pro Hair Care Tools Toner,Beauty & Skincare,Hair Care Tools,12614,693770.0,$50-$60,70.5,Google Trends Breakout,Trending based on category growth and social media signals.,50.0,60.0,55.0,10.0,Premium,55.0,0.354780924390991
PROD-2025-0271,Aura Activewear Bench,Fitness,Activewear,86021,3182777.0,$14-$60,88.7,Google Trends Breakout,Trending based on category growth and social media signals.,14.0,60.0,37.0,46.0,Mid-Range,37.0,0.45905473260166785
PROD-2025-0272,Zen Athleisure Sneakers,Fashion,Athleisure,203031,33500115.0,$140-$190,92.0,Google Trends Breakout,Trending based on category growth and social media signals.,140.0,190.0,165.0,50.0,Luxury,165.0,0.4967130458242665
PROD-2025-0273,Minimalist Korean Skincare Serum,Beauty & Skincare,Korean Skincare,69778,3698234.0,$20-$86,87.3,Amazon Best Sellers,Trending based on category growth and social media signals.,20.0,86.0,53.0,66.0,Premium,53.0,0.4491175949068155
PROD-2025-0274,Flex Smart Baby Monitors Swaddle,Baby,Smart Baby Monitors,49278,6159750.0,$84-$166,84.4,Shopify Trending List,Trending based on category growth and social media signals.,84.0,166.0,125.0,82.0,Luxury,125.0,0.4309106859155903
PROD-2025-0275,Wireless Baby Safety Gear Crib,Baby,Baby Safety Gear,85886,5196103.0,$45-$76,87.1,Google Trends Breakout,Trending based on category growth and social media signals.,45.0,76.0,60.5,31.0,Premium,60.5,0.45103032124977444
PROD-2025-0276,Nano Interactive Pet Toys Shampoo,Pet,Interactive Pet Toys,41312,1921008.0,$10-$83,79.8,Shopify Trending List,Trending based on category growth and social media signals.,10.0,83.0,46.5,73.0,Mid-Range,46.5,0.4064702353290487
PROD-2025-0277,Organic Footwear Belt,Fashion,Footwear,99983,6648869.5,$62-$71,88.9,Amazon Best Sellers,Trending based on category growth and social media signals.,62.0,71.0,66.5,9.0,Premium,66.5,0.46257940886193555
PROD-2025-0278,Sustainable Smart Pet Feeders Feeder,Pet,Smart Pet Feeders,68509,2226542.5,$15-$50,84.2,Instagram Shop Popular,Trending based on category growth and social media signals.,15.0,50.0,32.5,35.0,Mid-Range,32.5,0.4333881281990173
PROD-2025-0279,Aura Smart Lighting Shelf,Home & Garden,Smart Lighting,75340,4972440.0,$41-$91,81.8,Instagram Shop Popular,Trending based on category growth and social media signals.,41.0,91.0,66.0,50.0,Premium,66.0,0.42262334260482504
PROD-2025-0280,Glow Smart Lighting Shelf,Home & Garden,Smart Lighting,40867,6313951.5,$137-$172,77.2,Amazon Best Sellers,Trending based on category growth and social media signals.,137.0,172.0,154.5,35.0,Luxury,154.5,0.3933897682802148
PROD-2025-0281,Aura Smart Baby Monitors Bib,Baby,Smart Baby Monitors,293282,24342406.0,$74-$92,92.6,Google Trends Breakout,Trending based on category growth and social media signals.,74.0,92.0,83.0,18.0,Premium,83.0,0.5160326674519286
PROD-2025-0282,Premium Stock Media Bundle,Digital Goods,Stock Media,82330,5392615.0,$57-$74,89.0,Amazon Best Sellers,Trending based on category growth and social media signals.,57.0,74.0,65.5,17.0,Premium,65.5,0.4598873081584185
PROD-2025-0283,Pro Yoga Gear Band,Fitness,Yoga Gear,84057,10170897.0,$86-$156,85.0,Shopify Trending List,Trending based on category growth and social media signals.,86.0,156.0,121.0,70.0,Luxury,121.0,0.4401995926378256
PROD-2025-0284,Eco Activewear Dumbbell,Fitness,Activewear,76047,7908888.0,$100-$108,73.8,Amazon Best Sellers,Trending based on category growth and social media signals.,100.0,108.0,104.0,8.0,Luxury,104.0,0.3827511857588151
PROD-2025-0285,Minimalist Educational Toys Monitor,Baby,Educational Toys,72319,5930158.0,$50-$114,83.0,Google Trends Breakout,Trending based on category growth and social media signals.,50.0,114.0,82.0,64.0,Premium,82.0,0.4280770707968986
PROD-2025-0286,Sustainable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,34700,2567800.0,$44-$104,84.8,Shopify Trending List,Trending based on category growth and social media signals.,44.0,104.0,74.0,60.0,Premium,74.0,0.43027462156075696
PROD-2025-0287,Ultra Online Courses Course,Digital Goods,Online Courses,81963,14712358.5,$148-$211,79.6,Shopify Trending List,Trending based on category growth and social media signals.,148.0,211.0,179.5,63.0,Luxury,179.5,0.41282094544623404
PROD-2025-0288,Minimalist Recovery Tools Band,Fitness,Recovery Tools,69047,5247572.0,$43-$109,87.8,Google Trends Breakout,Trending based on category growth and social media signals.,43.0,109.0,76.0,66.0,Premium,76.0,0.4514854119569333
PROD-2025-0289,Luxe Smart Lighting Diffuser,Home & Garden,Smart Lighting,10221,914779.5,$43-$136,80.3,Shopify Trending List,Trending based on category growth and social media signals.,43.0,136.0,89.5,93.0,Premium,89.5,0.40334821057557624
PROD-2025-0290,Organic Korean Skincare Dryer,Beauty & Skincare,Korean Skincare,37259,2049245.0,$38-$72,88.9,Shopify Trending List,Trending based on category growth and social media signals.,38.0,72.0,55.0,34.0,Premium,55.0,0.4512373522977592
PROD-2025-0291,Swift Organic Pet Food Treats,Pet,Organic Pet Food,70111,5398547.0,$40-$114,81.3,Instagram Shop Popular,Trending based on category growth and social media signals.,40.0,114.0,77.0,74.0,Premium,77.0,0.4191778095748193
PROD-2025-0292,Eco Stock Media Template,Digital Goods,Stock Media,407851,33035931.0,$37-$125,91.2,Shopify Trending List,Trending based on category growth and social media signals.,37.0,125.0,81.0,88.0,Premium,81.0,0.5297495872673282
PROD-2025-0293,Vital Menswear Belt,Fashion,Menswear,96792,6243084.0,$34-$95,73.2,Instagram Shop Popular,Trending based on category growth and social media signals.,34.0,95.0,64.5,61.0,Premium,64.5,0.3835023968331063
PROD-2025-0294,Flex Recovery Tools Mat,Fitness,Recovery Tools,56268,6527088.0,$83-$149,82.6,Shopify Trending List,Trending based on category growth and social media signals.,83.0,149.0,116.0,66.0,Luxury,116.0,0.42317465146918365
PROD-2025-0295,Flex SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,177836,30409956.0,$132-$210,92.7,Instagram Shop Popular,Trending based on category growth and social media signals.,132.0,210.0,171.0,78.0,Luxury,171.0,0.4956571642616362
PROD-2025-0296,Flex Smart Pet Feeders Leash,Pet,Smart Pet Feeders,74185,6342817.5,$51-$120,81.3,Amazon Best Sellers,Trending based on category growth and social media signals.,51.0,120.0,85.5,69.0,Premium,85.5,0.4199144899275145
PROD-2025-0297,Portable Stock Media Masterclass,Digital Goods,Stock Media,74821,11223150.0,$117-$183,77.3,Shopify Trending List,Trending based on category growth and social media signals.,117.0,183.0,150.0,66.0,Luxury,150.0,0.400029494518657
PROD-2025-0298,Luxe Indoor Plants Accessories Vacuum,Home & Garden,Indoor Plants Accessories,28316,4261558.0,$140-$161,73.9,Amazon Best Sellers,Trending based on category growth and social media signals.,140.0,161.0,150.5,21.0,Luxury,150.5,0.3746202358534408
PROD-2025-0299,Glow Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,76492,6157606.0,$53-$108,75.2,Amazon Best Sellers,Trending based on category growth and social media signals.,53.0,108.0,80.5,55.0,Premium,80.5,0.38983165280764903
PROD-2025-0300,Sustainable Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,34111,3786321.0,$94-$128,79.5,Amazon Best Sellers,Trending based on category growth and social media signals.,94.0,128.0,111.0,34.0,Luxury,111.0,0.4036681157365701
PROD-2025-0301,Wireless Menswear Belt,Fashion,Menswear,31956,3595050.0,$81-$144,78.3,Instagram Shop Popular,Trending based on category growth and social media signals.,81.0,144.0,112.5,63.0,Luxury,112.5,0.39727843823041925
PROD-2025-0302,Minimalist Smart Fitness Trackers Shorts,Fitness,Smart Fitness Trackers,63885,4631662.5,$46-$99,76.7,Amazon Best Sellers,Trending based on category growth and social media signals.,46.0,99.0,72.5,53.0,Premium,72.5,0.3950519941904599
PROD-2025-0303,Wireless Indoor Plants Accessories Organizer,Home & Garden,Indoor Plants Accessories,96466,4485669.0,$11-$82,83.5,Amazon Best Sellers,Trending based on category growth and social media signals.,11.0,82.0,46.5,71.0,Mid-Range,46.5,0.4349434479389043
PROD-2025-0304,Glow Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,23453,3928377.5,$141-$194,76.5,Shopify Trending List,Trending based on category growth and social media signals.,141.0,194.0,167.5,53.0,Luxury,167.5,0.3867408847107906
PROD-2025-0305,Wireless Solar Powered Gadgets Brush,Eco-Friendly,Solar Powered Gadgets,244431,14054782.5,$14-$101,90.6,Instagram Shop Popular,Trending based on category growth and social media signals.,14.0,101.0,57.5,87.0,Premium,57.5,0.4971991937382531
PROD-2025-0306,Flex Baby Safety Gear Bottle,Baby,Baby Safety Gear,23434,4194686.0,$146-$212,81.6,Google Trends Breakout,Trending based on category growth and social media signals.,146.0,212.0,179.0,66.0,Luxury,179.0,0.4122374490390426
PROD-2025-0307,Pro Hair Care Tools Cleanser,Beauty & Skincare,Hair Care Tools,225513,23227839.0,$86-$120,90.2,Google Trends Breakout,Trending based on category growth and social media signals.,86.0,120.0,103.0,34.0,Luxury,103.0,0.49177834962625316
PROD-2025-0308,Minimalist Footwear T-Shirt,Fashion,Footwear,79276,8482532.0,$81-$133,80.8,Google Trends Breakout,Trending based on category growth and social media signals.,81.0,133.0,107.0,52.0,Luxury,107.0,0.41833506913114027
PROD-2025-0309,Glow Organic Makeup Perfume,Beauty & Skincare,Organic Makeup,39511,3536234.5,$70-$109,79.4,Google Trends Breakout,Trending based on category growth and social media signals.,70.0,109.0,89.5,39.0,Premium,89.5,0.40414456981230745
PROD-2025-0310,Smart Athleisure Hoodie,Fashion,Athleisure,41405,7390792.5,$141-$216,70.3,Amazon Best Sellers,Trending based on category growth and social media signals.,141.0,216.0,178.5,75.0,Luxury,178.5,0.35898705203813086
PROD-2025-0311,Ultra Korean Skincare Brush,Beauty & Skincare,Korean Skincare,93294,11008692.0,$101-$135,88.5,Instagram Shop Popular,Trending based on category growth and social media signals.,101.0,135.0,118.0,34.0,Luxury,118.0,0.4593698715818231
PROD-2025-0312,Pure Organic Pet Food Bowl,Pet,Organic Pet Food,13390,482040.0,$31-$41,71.1,Shopify Trending List,Trending based on category growth and social media signals.,31.0,41.0,36.0,10.0,Mid-Range,36.0,0.35792124445817103
PROD-2025-0313,Nano Organic Baby Clothing Stroller,Baby,Organic Baby Clothing,442939,76628447.0,$133-$213,94.6,Amazon Best Sellers,Trending based on category growth and social media signals.,133.0,213.0,173.0,80.0,Luxury,173.0,0.5530943688616752
PROD-2025-0314,Portable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,89570,7792590.0,$64-$110,86.7,Google Trends Breakout,Trending based on category growth and social media signals.,64.0,110.0,87.0,46.0,Premium,87.0,0.4496964799192219
PROD-2025-0315,Sustainable Smart Home Devices Adapter,Electronics,Smart Home Devices,23558,1036552.0,$35-$53,76.7,Google Trends Breakout,Trending based on category growth and social media signals.,35.0,53.0,44.0,18.0,Mid-Range,44.0,0.3877598713178188
PROD-2025-0316,Portable E-books Template,Digital Goods,E-books,79186,6651624.0,$42-$126,70.8,Google Trends Breakout,Trending based on category growth and social media signals.,42.0,126.0,84.0,84.0,Premium,84.0,0.3683187948965447
PROD-2025-0317,Sustainable Womenswear Leggings,Fashion,Womenswear,21723,1900762.5,$41-$134,88.4,Google Trends Breakout,Trending based on category growth and social media signals.,41.0,134.0,87.5,93.0,Premium,87.5,0.4459280577568969
PROD-2025-0318,Ultra Accessories Leggings,Fashion,Accessories,63023,2930569.5,$35-$58,80.3,Google Trends Breakout,Trending based on category growth and social media signals.,35.0,58.0,46.5,23.0,Mid-Range,46.5,0.41289612318799956
PROD-2025-0319,Flex Portable Audio Power Bank,Electronics,Portable Audio,86607,5759365.5,$29-$104,73.2,Amazon Best Sellers,Trending based on category growth and social media signals.,29.0,104.0,66.5,75.0,Premium,66.5,0.38166069595136826
PROD-2025-0320,Flex Interactive Pet Toys Toy,Pet,Interactive Pet Toys,43424,2192912.0,$14-$87,74.5,Shopify Trending List,Trending based on category growth and social media signals.,14.0,87.0,50.5,73.0,Premium,50.5,0.38035213736755935
PROD-2025-0321,Eco Activewear Shorts,Fitness,Activewear,82090,7634370.0,$51-$135,87.1,Amazon Best Sellers,Trending based on category growth and social media signals.,51.0,135.0,93.0,84.0,Premium,93.0,0.4503439101994968
PROD-2025-0322,Eco Educational Toys Diaper,Baby,Educational Toys,17823,757477.5,$25-$60,76.5,Instagram Shop Popular,Trending based on category growth and social media signals.,25.0,60.0,42.5,35.0,Mid-Range,42.5,0.38572284092441994
PROD-2025-0323,Swift Personal Care Gadgets Toner,Beauty & Skincare,Personal Care Gadgets,95397,10779861.0,$86-$140,70.1,Amazon Best Sellers,Trending based on category growth and social media signals.,86.0,140.0,113.0,54.0,Luxury,113.0,0.3677501461968741
PROD-2025-0324,Zen Pet Apparel Carrier,Pet,Pet Apparel,39507,3911193.0,$60-$138,85.6,Shopify Trending List,Trending based on category growth and social media signals.,60.0,138.0,99.0,78.0,Premium,99.0,0.4351438465129921
